USER_ID,ITEM_ID,TIMESTAMP
94,744,891721462
130,642,875216933
56,121,892679480
82,508,884714249
62,12,879373613
152,301,880147407
79,303,891271203
138,484,879024127
75,284,884050393
121,740,891390544
56,546,892679460
69,240,882126156
10,7,877892210
22,376,878887112
82,717,884714492
6,98,883600680
78,323,879633567
118,200,875384647
171,292,891034835
70,217,884151119
10,100,877891747
107,333,891264267
189,56,893265263
60,430,883326122
56,71,892683275
42,274,881105817
1,202,875072442
13,809,882397582
173,289,877556988
15,749,879455311
185,23,883524249
150,293,878746946
7,497,891352134
178,317,882826915
178,742,882823833
97,222,884238887
109,127,880563471
117,268,880124306
42,588,881108147
87,367,879876702
101,304,877135677
92,794,875654798
181,762,878963418
92,739,876175582
188,692,875072583
18,86,880129731
5,439,878844423
193,407,889127921
144,709,888105940
48,609,879434819
5,225,875635723
22,128,878887983
8,22,879362183
1,171,889751711
165,216,879525778
181,121,878962623
200,11,884129542
90,25,891384789
134,323,891732335
2,292,888550774
49,302,888065432
22,80,878887227
15,25,879456204
7,492,891352010
16,55,877717956
164,620,889402298
92,515,875640800
56,449,892679308
122,509,879270511
85,588,880838306
158,665,880134532
82,597,878768882
83,660,880308256
189,20,893264466
126,294,887855087
125,80,892838865
43,120,884029430
13,780,882142057
42,44,881108548
77,518,884753202
29,245,882820803
158,729,880133116
156,661,888185947
37,288,880915258
141,245,884584426
102,70,888803537
77,172,884752562
90,506,891383319
186,566,879023663
44,660,878347915
118,774,875385198
7,661,891351624
62,68,879374969
178,433,882827834
85,51,879454782
77,474,884732407
197,688,891409564
90,258,891382121
7,648,891351653
87,82,879875774
44,449,883613334
194,172,879521474
94,62,891722933
167,659,892738277
108,100,879879720
54,302,880928519
90,22,891384357
181,696,878962997
14,269,892242403
92,121,875640679
21,440,874951798
181,405,878962919
65,806,879216529
37,540,880916070
44,443,878348289
1,265,878542441
94,572,891723883
62,665,879376483
178,385,882826982
194,23,879522819
188,143,875072674
161,48,891170745
47,324,879439078
64,736,889739212
191,751,891560753
7,378,891353011
59,92,888204997
69,268,882027109
10,461,877888944
21,129,874951382
58,9,884304328
194,152,879549996
7,200,891353543
113,126,875076827
173,328,877557028
95,233,879196354
16,194,877720733
59,323,888206809
43,203,883955224
79,50,891271545
125,190,892836309
104,301,888442275
6,463,883601713
42,625,881108873
109,475,880563641
6,301,883600406
36,748,882157285
102,515,888801316
104,285,888465201
21,447,874951695
111,301,891680028
18,408,880129628
25,222,885852817
68,237,876974133
83,215,880307940
6,258,883268278
89,216,879459859
128,317,879968029
184,412,889912691
140,332,879013617
11,227,891905896
150,181,878746685
126,245,887854726
20,208,879669401
144,742,888104122
109,566,880578814
68,742,876974198
160,462,876858346
195,273,878019342
5,110,875636493
2,251,888552084
72,568,880037203
85,228,882813248
83,281,880307072
7,543,891351772
87,401,879876813
1,155,878542201
24,64,875322758
7,554,891354639
82,56,878769410
161,318,891170824
196,393,881251863
56,91,892683275
82,477,876311344
7,472,891353357
16,8,877722736
180,202,877128388
145,56,875271896
84,742,883450643
44,644,878347818
17,13,885272654
148,1,877019411
197,347,891409070
21,164,874951695
185,287,883526288
186,250,879023607
73,206,888625754
104,756,888465739
94,216,885870665
197,511,891409839
1,117,874965739
60,162,883327734
198,258,884204501
6,69,883601277
85,642,882995615
110,38,886988574
184,522,889908462
13,418,882398763
85,433,879828720
13,72,882141727
194,77,879527421
109,178,880572950
59,485,888204466
62,182,879375169
198,234,884207833
65,125,879217509
174,660,886514261
90,12,891383241
100,354,891375260
195,751,883295500
130,105,876251160
7,623,891354217
56,222,892679439
96,87,884403531
84,121,883452307
125,382,892836623
70,399,884068521
152,685,880149074
53,281,879443288
198,118,884206513
26,125,891371676
151,13,879542688
124,496,890286933
24,191,875323003
25,501,885852301
75,240,884050661
13,181,882140354
2,50,888552084
144,125,888104191
188,443,875074329
72,234,880037418
83,385,887665549
181,619,878963086
109,402,880581344
185,216,883526268
14,213,890881557
149,319,883512658
57,79,883698495
106,526,881452685
121,180,891388286
62,86,879374640
194,187,879520813
109,97,880578711
181,334,878961749
78,255,879633745
11,425,891904300
87,585,879877008
8,50,879362124
186,148,891719774
91,683,891438351
5,454,875721432
175,127,877107640
145,737,875272833
7,644,891351685
83,210,880307751
102,524,888803537
153,174,881371140
62,302,879371909
62,59,879373821
83,97,880308690
63,100,875747319
16,178,877719333
85,25,879452769
42,98,881106711
104,299,888442436
94,792,885873006
184,98,889908539
7,662,892133739
196,381,881251728
69,427,882145465
72,196,880036747
128,182,879967225
151,747,879524564
7,171,891351287
172,220,875537441
82,756,878768741
59,235,888203658
145,756,885557506
21,324,874950889
198,658,884208173
181,14,878962392
158,128,880134296
143,682,888407741
75,237,884050309
199,221,883782854
1,47,875072125
164,281,889401906
96,673,884402860
7,451,891353892
6,517,883602212
184,602,889909691
194,212,879524216
95,68,879196231
25,257,885853415
6,23,883601365
38,573,892433660
22,241,878888025
130,569,880396494
66,181,883601425
76,61,875028123
151,703,879542460
13,147,882397502
44,258,878340824
16,89,877717833
125,318,879454309
138,523,879024043
15,331,879455166
94,155,891723807
136,89,882848925
82,194,878770027
145,355,888396967
179,339,892151366
178,199,882826306
10,488,877888613
116,331,876451911
23,258,876785704
185,114,883524320
188,237,875073648
118,654,875385007
194,239,879522917
94,24,885873423
122,378,879270769
154,242,879138235
99,403,885680374
83,43,880308690
130,307,877984546
174,402,886513729
59,177,888204349
161,168,891171174
43,40,883956468
97,670,884239744
122,510,879270327
61,323,891206450
4,264,892004275
37,403,880915942
49,68,888069513
165,372,879525987
176,324,886047292
3,335,889237269
44,15,878341343
190,117,891033697
29,189,882821942
94,174,885870231
117,181,880124648
19,435,885412840
194,191,879521856
158,24,880134261
56,447,892679067
92,747,875656164
188,96,875073128
58,173,884305353
16,209,877722736
200,588,884128499
151,12,879524368
110,568,886988449
141,258,884584338
44,240,878346997
186,263,879023571
104,287,888465347
1,222,878873388
56,450,892679374
94,651,891725332
14,174,890881294
5,424,875635807
112,331,884992603
18,202,880130515
87,210,879875734
10,285,877889186
181,328,878961227
23,463,874785843
66,1,883601324
4,303,892002352
138,517,879024279
64,433,889740286
5,1,875635748
62,433,879375588
130,234,875216932
24,763,875322875
3,245,889237247
101,596,877136564
99,246,888469392
160,160,876862078
172,580,875538028
54,676,880935294
44,507,878347392
28,217,881961671
18,729,880131236
82,343,884713755
109,1,880563619
15,222,879455730
58,709,884304812
152,111,880148782
194,160,879551380
92,241,875655961
77,91,884752924
177,321,880130481
131,221,883681561
197,302,891409070
85,282,879829618
181,1,878962392
1,253,874965970
18,182,880130640
87,177,879875940
177,69,880131088
125,134,879454532
128,739,879969349
25,208,885852337
5,363,875635225
70,419,884065035
199,268,883782509
99,274,885679157
11,740,891903067
59,77,888206254
184,277,889907971
38,161,892432062
59,418,888205188
104,300,888442275
7,674,891352659
121,14,891390014
75,546,884050422
117,15,880125887
64,516,889737376
85,187,879454235
59,54,888205921
13,195,881515296
144,153,888105823
100,268,891374982
94,471,891721642
13,807,886304229
125,657,892836422
1,113,878542738
76,175,875028853
121,117,891388600
85,13,879452866
6,492,883601089
181,240,878963122
184,191,889908716
13,121,882397503
43,5,875981421
58,214,884305296
62,288,879371909
11,723,891904637
94,218,891721851
35,243,875459046
48,680,879434330
85,604,882995132
184,514,889908497
90,690,891383319
11,38,891905936
106,582,881451199
37,117,880915674
22,258,878886261
70,82,884068075
5,98,875720691
60,208,883326028
92,540,875813197
81,280,876534214
200,478,884128788
13,308,881514726
56,184,892679088
116,250,876452606
156,641,888185677
160,430,876861799
45,109,881012356
145,764,888398257
65,100,879217558
116,255,876452524
184,86,889908694
72,28,880036824
94,211,891721142
115,8,881171982
176,327,886047176
13,396,882141727
129,331,883244737
95,1,879197329
151,58,879524849
184,660,889909962
105,268,889214268
158,510,880134296
34,312,888602742
72,427,880037702
200,291,891825292
45,118,881014550
145,22,875273021
71,89,880864462
182,69,876435435
193,627,889126972
151,485,879525002
102,322,883277645
195,328,884420059
109,258,880562908
117,758,881011217
23,381,874787350
112,327,884992535
151,372,879524819
64,160,889739288
28,79,881961003
18,113,880129628
83,82,887665423
90,499,891383866
87,196,879877681
26,685,891371676
150,129,878746946
161,98,891171357
70,210,884065854
51,182,883498790
92,176,875652981
164,685,889402160
57,682,883696824
184,207,889908903
60,403,883327087
92,180,875653016
43,204,883956122
197,300,891409422
92,790,875907618
193,410,889127633
73,657,888625422
90,187,891383561
48,309,879434132
66,7,883601355
6,478,883602762
101,222,877136243
144,182,888105743
85,83,886282959
102,625,883748418
158,770,880134477
90,507,891383987
178,276,882823978
90,245,891382612
194,647,879521531
59,387,888206562
1,227,876892946
116,751,890131577
170,292,884103732
110,578,886988536
197,55,891409982
38,679,892432062
84,748,883449530
25,25,885853415
168,274,884287865
103,24,880415847
194,478,879521329
87,9,879877931
181,408,878962550
49,47,888068715
44,95,878347569
92,216,875653867
135,39,879857931
13,66,882141485
7,676,891354499
82,455,876311319
42,685,881105972
184,161,889909640
49,625,888067031
177,243,882142141
32,290,883717913
145,448,877343121
130,542,875801778
130,806,875217096
165,288,879525673
49,581,888068143
195,300,890588925
118,475,875384793
130,316,888211794
104,293,888465166
142,82,888640356
119,718,874774956
99,50,885679998
92,709,875654590
3,337,889236983
30,539,885941454
6,508,883599530
16,56,877719863
62,132,879375022
94,346,891725410
13,59,882140425
102,161,888801876
83,301,891181430
31,484,881548030
56,172,892737191
109,588,880578388
59,429,888204597
65,196,879216637
24,367,875323241
92,115,875654125
158,241,880134445
32,151,883717850
154,289,879138345
85,298,880581629
180,68,877127721
184,36,889910195
188,218,875074667
144,508,888104150
73,94,888625754
194,205,879524291
177,203,880131026
198,7,884205317
108,290,879880076
189,197,893265291
73,56,888626041
172,462,875537717
120,546,889490979
101,471,877136535
5,102,875721196
26,235,891372429
13,150,882140588
7,401,891354257
128,482,879967432
104,7,888465972
22,510,878887765
137,687,881432756
185,740,883524475
42,176,881107178
145,472,875271128
189,634,893265506
92,15,875640189
81,742,876533764
102,448,888803002
95,527,888954440
19,655,885412723
79,100,891271652
189,751,893265046
1,17,875073198
7,81,891352626
59,148,888203175
13,354,888779458
6,469,883601155
82,14,876311280
109,627,880582133
195,154,888737525
92,81,875654929
94,58,891720540
117,151,880126373
46,307,883611430
91,28,891439243
151,317,879524610
64,176,889737567
90,553,891384959
116,271,886310197
62,111,879372670
196,251,881251274
49,547,888066187
57,243,883696547
7,576,892132943
25,258,885853199
18,496,880130470
193,790,889127381
95,172,879196847
94,470,891722006
59,583,888205921
148,140,877019882
185,199,883526268
174,80,886515210
99,354,888469332
44,208,878347420
42,195,881107949
101,405,877137015
92,665,875906853
60,525,883325944
13,331,881515457
92,731,875653769
138,496,879024043
176,258,886047026
81,169,876534751
62,114,879373568
72,530,880037164
88,750,891037276
49,7,888067307
9,298,886960055
92,528,875657681
196,655,881251793
134,313,891732150
59,550,888206605
58,100,884304553
11,725,891905568
7,228,891350845
160,56,876770222
103,127,880416331
11,110,891905324
87,2,879876074
45,763,881013563
49,334,888065744
161,162,891171413
59,215,888204430
177,209,880130736
29,332,882820869
30,435,885941156
23,172,874785889
191,754,891560366
106,778,881453040
7,151,891352749
178,678,882823530
84,12,883452874
94,168,891721378
90,657,891385190
190,302,891033606
112,289,884992690
144,106,888104684
199,258,883782403
85,501,880838306
145,743,888398516
130,206,875801695
103,121,880415766
152,412,880149328
200,24,884127370
5,211,875636631
160,117,876767822
6,357,883602422
158,72,880135118
57,760,883697617
58,268,884304288
92,24,875640448
137,300,881432524
164,117,889401816
150,221,878747017
21,103,874951245
130,731,876251922
1,90,878542300
49,38,888068289
36,307,882157227
128,228,879969329
151,89,879524491
198,100,884207325
197,229,891410039
74,272,888333194
127,294,884363803
194,4,879521397
177,56,880130618
45,473,881014417
57,28,883698324
159,127,880989744
92,219,875654888
123,531,879872671
5,382,875636587
16,155,877719157
180,762,877126241
178,282,882823978
180,737,877128327
54,685,880935504
21,98,874951657
13,766,882139686
151,387,879542353
80,582,887401701
62,258,879371909
77,195,884733695
99,742,885679114
83,338,883868647
108,50,879879739
94,347,891724950
101,281,877136842
18,387,880130155
21,299,874950931
5,376,879198045
184,181,889907426
104,411,888465739
185,269,883524428
21,457,874951054
16,471,877724845
147,292,885594040
28,95,881956917
29,539,882821044
7,580,892132171
181,16,878962996
87,211,879876812
97,89,884238939
21,596,874951617
59,710,888205463
178,209,882826944
186,470,879023693
10,504,877892110
110,682,886987354
109,101,880578186
157,250,886890296
181,327,878961780
148,114,877016735
94,9,885872684
60,222,883327441
106,107,883876961
140,268,879013684
67,64,875379211
170,299,886190476
7,581,891353477
44,250,878346709
11,741,891902745
59,286,888202532
174,395,886515154
194,234,879521167
57,204,883698272
184,155,889912656
194,792,879524504
68,7,876974096
13,14,884538727
187,215,879465805
71,134,885016614
64,684,889740199
198,135,884208061
98,47,880498898
53,24,879442538
7,106,891353892
12,300,879958639
130,267,875801239
90,662,891385842
63,20,875748004
40,268,889041430
181,221,878962465
104,327,888442202
42,185,881107449
148,70,877021271
184,71,889911552
94,556,891722882
7,528,891352659
174,237,886434047
158,190,880134332
101,252,877136628
73,357,888626007
83,118,880307071
4,361,892002353
130,245,874953526
64,778,889739806
15,473,879456204
7,643,891350932
76,582,882607444
145,591,879161848
85,277,879452938
116,7,876453915
52,95,882922927
145,260,875269871
160,187,876770168
141,274,884585220
177,299,880130500
82,231,878769815
107,271,891264432
26,25,891373727
15,678,879455311
82,411,878768902
167,364,892738212
99,181,885680138
56,196,892678628
7,650,891350965
90,425,891384996
43,151,875975613
10,289,877886223
197,515,891409935
57,756,883697730
62,24,879372633
13,320,882397010
54,298,892681300
194,237,879538959
194,82,879524216
145,393,875273174
72,528,880036664
125,239,892838375
135,431,879857868
138,211,879024183
59,604,888204927
13,451,882141872
42,69,881107375
10,340,880371312
60,604,883327997
125,152,879454892
63,50,875747292
7,582,892135347
7,127,891351728
189,203,893265921
59,470,888205714
6,143,883601053
13,493,882140206
186,281,879023390
6,275,883599102
69,300,882027204
5,62,875637575
135,449,879857843
5,231,875635947
104,249,888465675
13,289,882140759
184,100,889907652
1,64,875072404
142,181,888640317
13,488,890704999
69,174,882145548
195,265,888737346
121,509,891388145
49,17,888068651
7,196,891351432
175,96,877108051
180,431,877442098
44,120,878346977
59,588,888204389
83,139,880308959
43,52,883955224
18,494,880131497
91,427,891439057
97,482,884238693
174,160,886514377
188,769,875074720
94,89,885870284
7,44,891351728
158,85,880135118
196,67,881252017
159,685,880557347
99,182,886518810
175,71,877107942
56,235,892911348
11,190,891904174
162,181,877635798
6,294,883599938
42,684,881108093
62,365,879376096
59,70,888204758
26,455,891371506
97,484,884238966
11,660,891904573
5,377,878844615
56,797,892910860
173,286,877556626
100,321,891375112
131,100,883681418
14,709,879119693
191,752,891560481
22,79,878887765
137,546,881433116
197,294,891409290
42,603,881107502
7,560,892132798
193,435,889124439
7,559,891354882
115,127,881171760
59,433,888205982
63,222,875747635
178,73,882827985
111,313,891679901
94,625,891723086
59,496,888205144
10,505,877886846
62,464,879375196
56,69,892678893
92,289,875641367
13,144,882397146
15,127,879455505
181,302,878961511
37,55,880915942
75,409,884050829
197,518,891409982
187,523,879465125
151,402,879543423
16,191,877719454
99,597,885679210
66,249,883602158
99,410,885679262
97,98,884238728
58,109,884304396
13,476,882141997
189,1,893264174
67,147,875379357
7,241,891354053
87,775,879876848
131,750,883681723
81,3,876592546
151,186,879524222
53,174,879442561
123,135,879872868
109,797,880582856
96,479,884403758
174,471,886433804
151,15,879524879
90,529,891385132
59,12,888204260
3,343,889237122
4,357,892003525
25,615,885852611
11,517,891905222
59,170,888204430
147,305,885593997
92,106,875640609
104,269,888441878
97,50,884239471
150,121,878747322
14,530,890881433
23,170,874785348
13,97,882399357
165,325,879525672
95,416,888954961
28,98,881961531
82,596,876311195
28,173,881956220
94,455,891721777
151,210,879524419
77,238,884733965
200,241,884129782
193,332,889123257
38,139,892432786
113,326,875935609
44,123,878346532
18,154,880131358
7,28,891352341
115,92,881172049
62,138,879376709
13,781,882399528
13,338,882140740
41,28,890687353
117,50,880126022
178,106,882824983
154,488,879138831
186,385,879023894
198,179,884209264
99,168,885680374
126,262,887854726
72,226,880037307
109,31,880577844
34,242,888601628
173,323,877556926
156,276,888185854
122,215,879270676
43,64,875981247
89,197,879459859
164,299,889401383
7,153,891352220
93,412,888706037
70,50,884064188
75,476,884050393
62,401,879376727
130,366,876251972
158,414,880135118
43,66,875981506
151,490,879528418
102,405,888801812
194,663,879524292
38,432,892430282
92,453,875906882
198,214,884208273
82,661,878769703
151,692,879524669
60,47,883326399
92,79,875653198
97,115,884239525
5,407,875635431
15,685,879456288
99,204,885679952
123,192,879873119
47,340,879439078
58,284,884304519
83,640,880308550
106,692,881453290
49,49,888068990
6,221,883599431
85,647,879453844
128,736,879968352
60,616,883327087
21,184,874951797
145,183,875272009
25,228,885852920
76,92,882606108
48,174,879434723
144,685,888105473
5,24,879198229
85,272,893110061
64,93,889739025
151,429,879528673
191,301,891561336
96,153,884403624
125,615,879454793
150,100,878746636
93,15,888705388
84,528,883453617
13,167,882141659
178,234,882826783
128,418,879968164
195,496,888737525
13,570,882397581
54,268,883963510
14,474,890881557
18,58,880130613
194,321,879520306
11,746,891905032
56,215,892678547
38,465,892432476
102,300,875886434
7,420,891353219
61,328,891206371
21,590,874951898
145,13,875270507
50,253,877052550
194,530,879521167
145,1,882181396
7,188,891352778
109,100,880563080
90,631,891384570
7,78,891354165
13,685,882397582
82,73,878769888
200,665,884130621
145,50,885557660
85,175,879828912
124,50,890287508
137,237,881432965
13,567,882396955
151,162,879528779
187,116,879464978
193,554,889126088
49,741,888068079
194,404,879522445
102,732,888804089
172,488,875537965
59,287,888203175
145,299,875269822
70,584,884150236
145,460,875271312
48,259,879434270
83,413,891182379
147,258,885594040
92,521,875813412
43,284,883955441
69,12,882145567
85,133,879453876
114,175,881259955
42,121,881110578
7,680,891350703
154,302,879138235
106,660,881451631
90,526,891383866
94,186,891722278
44,230,883613335
151,480,879524151
113,329,875935312
78,412,879634223
85,98,879453716
42,606,881107538
25,729,885852697
119,213,874781257
116,185,876453519
123,13,879873988
142,243,888640199
13,480,881515193
43,631,883955675
195,387,891762491
95,174,879196231
130,332,876250582
44,530,878348725
176,294,886047220
157,405,886890342
178,148,882824325
138,121,879023558
30,82,875060217
34,690,888602513
69,175,882145586
42,456,881106113
183,241,892323453
16,144,877721142
90,603,891385132
128,140,879968308
167,392,892738307
22,791,878887227
194,705,879524007
10,489,877892210
95,128,879196354
10,657,877892110
124,11,890287645
7,133,891353192
85,629,879454685
28,7,881961531
38,672,892434800
7,93,891351042
184,729,889909840
154,175,879138784
116,301,892683732
94,229,891722979
95,636,879196566
44,56,878348601
130,161,875802058
98,163,880499053
178,218,882827776
162,742,877635758
128,79,879967692
195,186,888737240
189,91,893265684
95,143,880571951
31,682,881547834
94,157,891725332
73,588,888625754
116,262,876751342
7,174,891350757
148,495,877016735
178,255,882824001
181,597,878963276
140,301,879013747
177,79,880130758
65,202,879217852
125,796,892838591
77,168,884752721
117,405,880126174
5,423,875636793
99,508,885678840
168,284,884288112
28,380,881961394
144,31,888105823
198,651,884207424
129,303,883244011
94,33,891721919
130,815,874953866
181,304,878961586
178,125,882824431
42,506,881108760
138,151,879023389
79,246,891271545
189,30,893266205
198,24,884205385
70,417,884066823
57,409,883697655
13,314,884538485
125,173,879454100
128,143,879967300
92,763,886443192
65,56,879217816
144,91,888106106
197,176,891409798
176,288,886046979
99,546,885679353
59,663,888204928
59,702,888205463
26,15,891386369
7,182,891350965
112,354,891304031
109,154,880578121
121,405,891390579
62,443,879375080
106,703,881450039
22,511,878887983
165,258,879525672
161,174,891170800
109,89,880573263
195,181,875771440
7,193,892135346
77,125,884733014
85,58,879829689
186,588,879024535
84,529,883453108
74,288,888333280
102,432,883748418
194,770,879525342
1,92,876892425
16,504,877718168
90,31,891384673
158,1,880132443
1,228,878543541
42,143,881108229
43,26,883954901
130,200,875217392
147,339,885594204
64,527,879365590
21,298,874951382
68,118,876974248
102,118,888801465
189,120,893264954
112,750,884992444
130,622,875802173
188,474,875072674
56,585,892911366
56,230,892676339
20,11,879669401
20,176,879669152
49,148,888068195
144,313,888103407
23,404,874787860
160,3,876770124
22,227,878888067
79,508,891271676
18,647,880129595
151,481,879524669
158,568,880134532
25,478,885852271
195,407,877835302
152,147,880149045
151,260,879523998
194,576,879528568
162,121,877636000
6,532,883600066
22,433,878886479
200,402,884129029
178,121,882824291
76,135,875028792
75,121,884050450
90,618,891385335
44,174,878347662
95,395,888956928
198,640,884208651
46,690,883611274
83,364,886534501
116,248,876452492
155,748,879371261
145,172,882181632
188,191,875073128
119,313,886176135
33,307,891964148
37,183,880930042
6,211,883601155
85,517,879455238
42,746,881108279
17,508,885272779
174,396,886515104
125,150,879454892
1,266,885345728
56,194,892676908
100,355,891375313
181,680,878961709
115,228,881171488
16,92,877721905
130,410,875802105
189,462,893265741
49,238,888068762
60,79,883326620
13,226,882397651
1,121,875071823
150,246,878746719
13,548,882398743
179,751,892151565
7,614,891352489
193,368,889127860
166,322,886397723
62,4,879374640
7,647,891352489
112,748,884992651
170,245,884103758
151,522,879524443
26,257,891371596
26,7,891350826
94,235,891722980
121,86,891388286
198,180,884207298
92,781,875907649
48,690,879434211
102,264,883277645
1,114,875072173
180,79,877442037
119,716,874782190
101,282,877135883
67,1,875379445
59,238,888204553
1,132,878542889
144,778,888106044
1,74,889751736
49,758,888067596
102,313,887048184
22,173,878886368
122,715,879270741
145,315,883840797
1,134,875073067
94,45,886008764
6,180,883601311
188,88,875075300
6,477,883599509
95,483,879198697
74,326,888333329
13,305,881514811
4,260,892004275
159,259,893255969
137,55,881433689
174,699,886514220
91,172,891439208
125,483,879454628
150,13,878746889
151,25,879528496
87,303,879875471
113,294,875935277
181,123,878963276
110,301,886987505
194,196,879524007
109,5,880580637
16,168,877721142
14,357,890881294
22,687,878887476
68,411,876974596
74,9,888333458
144,66,888106078
195,14,890985390
18,199,880129769
174,41,886515063
109,159,880578121
56,68,892910913
130,682,881076059
127,380,884364950
130,568,876251693
49,473,888067164
13,273,882397502
109,195,880578038
186,406,879023272
143,331,888407622
183,96,891463617
60,699,883327539
178,131,882827947
179,258,892151270
87,386,879877006
119,54,886176814
1,98,875072404
64,187,889737395
27,742,891543129
37,685,880915528
82,15,876311365
85,660,879829618
82,208,878769815
1,186,875073128
145,368,888398492
23,213,874785675
64,515,889737478
63,237,875747342
74,285,888333428
82,216,878769949
200,227,884129006
95,573,888954808
181,20,878962919
81,476,876534124
194,410,879541042
87,135,879875649
106,435,881452355
87,157,879877799
87,163,879877083
96,91,884403250
43,553,875981159
61,690,891206407
44,665,883613372
168,255,884287560
93,222,888705295
82,504,878769917
2,314,888980085
89,732,879459909
38,216,892430486
24,153,875323368
1,221,887431921
43,114,883954950
158,271,880132232
32,249,883717645
102,576,888802722
38,508,892429399
10,463,877889186
92,386,875907727
69,258,882027204
58,272,884647314
11,714,891904214
86,258,879570366
7,621,892132773
177,651,880130862
10,655,877891904
83,631,887664566
18,607,880131752
83,476,880307359
42,48,881107821
125,97,879454385
